mic,temperature,humidity,status
726,33,83,0
405,32,75,1
757,17,94,0
781,36,29,0
671,28,58,0
463,35,57,1
827,28,45,0
423,37,52,1
551,28,59,0
376,39,82,1
385,23,86,1
276,23,68,0
449,29,78,1
497,26,88,1
129,28,82,0
204,35,24,0
336,27,38,1
248,49,56,0
517,23,78,1
645,33,21,0
500,34,25,0
272,17,39,0
483,39,35,1
758,33,10,0
323,26,82,1
495,46,91,0
758,39,12,0
303,49,67,0
399,35,74,1
300,40,11,0
505,23,73,1
469,21,57,1
437,30,32,1
779,37,33,0
499,45,94,0
323,31,91,1
432,29,40,1
509,47,31,0
334,28,65,1
713,24,78,0
489,13,89,0
596,20,22,0
517,35,96,1
691,27,39,0
728,25,52,0
378,30,31,1
831,39,33,0
273,19,96,0
392,25,94,1
588,44,53,0
854,30,58,0
848,41,79,0
466,25,43,1
810,37,73,0
285,28,31,1
307,25,62,1
235,38,82,0
150,25,61,0
356,15,56,0
512,25,90,1
324,28,95,1
266,26,49,0
864,37,15,0
789,39,18,0
499,35,92,1
449,32,91,1
327,23,47,1
891,33,30,0
444,37,92,1
425,31,81,1
314,39,81,1
521,27,95,0
373,18,66,0
877,38,81,0
507,24,73,1
484,30,49,1
294,21,39,1
773,21,18,0
209,35,96,0
415,30,11,0
242,39,73,0
487,32,63,1
549,31,96,0
504,22,44,1
550,37,80,0
115,36,23,0
368,20,30,1
293,34,92,1
245,26,27,0
134,30,56,0
378,37,97,1
429,34,75,1
862,42,51,0
286,37,68,1
253,29,13,0
451,28,73,1
330,25,63,1
380,43,100,0
513,26,65,1
381,28,99,1
479,36,43,1
386,38,57,1
363,34,43,1
840,39,18,0
244,31,13,0
345,25,13,0
879,38,48,0
486,36,63,1
489,38,82,1
736,14,92,0
166,23,14,0
388,25,82,1
103,47,41,0
399,22,35,1
279,22,24,0
482,37,84,1
510,11,77,0
448,24,88,1
813,17,90,0
230,38,25,0
479,22,93,1
434,35,92,1
322,29,31,1
685,21,80,0
352,13,35,0
546,20,59,0
421,32,47,1
634,28,78,0
288,25,43,1
484,22,92,1
423,32,77,1
473,33,61,1
323,31,51,1
414,24,93,1
673,32,57,0
534,35,27,0
523,32,81,0
361,34,34,1
644,39,24,0
299,31,38,1
351,36,83,1
303,38,92,1
775,44,55,0
471,21,47,1
320,37,65,1
458,31,41,1
660,36,12,0
329,28,32,1
507,23,19,0
441,33,27,0
432,31,71,1
110,10,95,0
452,36,44,1
333,30,44,1
484,24,57,1
296,25,96,1
404,35,80,1
352,33,84,1
359,21,46,1
622,29,68,0
847,36,15,0
765,36,30,0
753,35,56,0
656,35,89,0
142,26,47,0
481,38,56,1
637,28,83,0
551,11,88,0
350,28,94,1
755,44,96,0
455,25,57,1
307,11,54,0
272,27,25,0
299,24,14,0
422,20,55,1
446,22,88,1
684,33,31,0
144,49,38,0
809,35,10,0
506,26,59,1
328,20,66,1
468,31,58,1
310,30,16,0
479,22,86,1
331,23,55,1
414,40,67,1
498,39,59,1
105,23,12,0
405,37,76,1
494,40,26,0
794,23,24,0
520,11,53,0
347,32,75,1
752,31,19,0
460,22,45,1
736,33,64,0
495,18,88,0
628,46,80,0
668,28,64,0
705,22,17,0
296,30,42,1
449,25,63,1
200,22,27,0
404,27,48,1
405,38,100,1
479,30,92,1
361,26,73,1
343,33,55,1
195,23,29,0
377,26,59,1
427,27,94,1
291,40,89,1
460,37,54,1
284,29,65,1
604,47,51,0
810,32,15,0
690,16,59,0
306,46,39,0
505,32,92,1
361,33,71,1
464,35,93,1
284,34,94,1
368,27,47,1
563,28,21,0
862,12,43,0
436,20,55,1
364,23,49,1
389,28,73,1
406,26,69,1
466,26,77,1
427,38,96,1
492,27,55,1
428,24,76,1
483,30,79,1
391,20,87,1
509,27,44,1
251,32,20,0
501,21,64,1
669,14,62,0
370,42,90,0
285,38,62,1
416,33,32,1
707,15,61,0
363,15,86,0
428,32,84,1
795,33,14,0
833,27,26,0
164,21,74,0
209,42,62,0
466,35,82,1
446,23,35,1
802,12,95,0
343,11,60,0
334,40,99,1
889,27,26,0
202,13,92,0
333,34,41,1
852,25,17,0
345,40,27,0
295,40,69,1
351,28,82,1
305,31,40,1
306,34,45,1
479,40,43,1
454,30,63,1
299,27,30,1
798,40,19,0
174,24,98,0
283,38,67,1
439,33,42,1
452,39,65,1
868,42,48,0
235,32,14,0
340,28,51,1
879,25,77,0
481,35,32,1
498,42,54,0
551,27,18,0
801,50,93,0
480,36,72,1
436,22,50,1
387,23,100,1
452,30,50,1
777,16,77,0
402,28,51,1
600,32,45,0
270,34,27,0
427,43,68,0
215,32,62,0
816,35,78,0
469,28,33,1
410,38,75,1
356,26,68,1
242,18,60,0
768,46,49,0
288,27,53,1
245,45,100,0
319,39,90,1
370,20,39,1
516,21,35,1
635,38,14,0
515,41,32,0
433,20,89,1
130,17,64,0
534,33,21,0
704,33,27,0
491,36,45,1
827,28,28,0
506,36,79,1
288,38,86,1
442,35,54,1
477,38,97,1
403,35,44,1
295,40,56,1
257,24,92,0
303,21,17,0
871,24,11,0
402,13,31,0
411,31,89,1
639,49,63,0
260,31,23,0
351,20,61,1
337,38,66,1
317,35,50,1
654,42,75,0
781,21,15,0
294,36,51,1
143,27,21,0
152,24,27,0
159,12,39,0
840,36,66,0
459,21,71,1
740,43,42,0
348,29,33,1
218,31,90,0
454,33,81,1
850,30,23,0
442,39,70,1
346,37,29,0
882,28,38,0
221,26,53,0
167,14,41,0
722,43,69,0
727,45,49,0
381,20,75,1
106,21,20,0
453,25,62,1
588,23,90,0
459,40,59,1
290,40,23,0
558,13,97,0
360,20,84,1
611,23,70,0
425,23,84,1
501,30,74,1
594,42,59,0
251,38,63,0
393,36,64,1
588,26,69,0
506,20,27,0
273,28,21,0
405,37,77,1
398,21,28,0
497,20,60,1
669,38,75,0
446,29,39,1
347,23,26,0
440,34,62,1
468,32,93,1
429,26,51,1
349,39,57,1
425,36,38,1
825,27,48,0
862,22,11,0
157,23,55,0
428,29,38,1
302,12,56,0
296,24,60,1
280,34,30,1
325,34,65,1
301,14,78,0
481,20,70,1
169,39,56,0
289,26,52,1
368,22,67,1
509,35,10,0
634,34,41,0
347,27,70,1
287,28,32,1
610,21,65,0
406,26,21,0
857,46,91,0
488,21,95,1
470,31,31,1
387,22,30,1
393,20,67,1
520,31,38,1
488,27,49,1
874,25,61,0
365,36,36,1
362,40,33,1
880,33,12,0
468,29,18,0
601,28,100,0
326,36,39,1
134,21,35,0
117,25,13,0
193,22,49,0
405,22,71,1
296,25,13,0
315,22,88,1
462,38,48,1
851,39,17,0
283,20,42,1
433,27,97,1
206,45,45,0
316,30,62,1
440,35,98,1
361,30,70,1
643,31,39,0
452,22,81,1
462,26,56,1
573,12,56,0
109,28,17,0
191,29,59,0
415,25,50,1
379,39,84,1
741,31,29,0
721,50,61,0
518,26,56,1
409,34,43,1
425,31,59,1
132,30,97,0
788,39,89,0
546,21,24,0
471,25,33,1
574,19,40,0
425,37,98,1
511,30,31,1
520,39,100,1
368,35,93,1
174,14,35,0
168,42,57,0
545,17,70,0
389,24,42,1
421,22,77,1
199,22,80,0
212,39,96,0
180,23,39,0
321,24,56,1
124,44,62,0
441,12,50,0
656,40,40,0
234,24,19,0
897,31,16,0
463,20,44,1
577,32,37,0
123,35,32,0
801,25,10,0
334,30,79,1
792,30,55,0
461,36,88,1
364,37,74,1
437,33,46,1
324,30,98,1
299,20,49,1
444,39,48,1
501,41,33,0
588,11,36,0
338,26,31,1
410,26,39,1
468,23,74,1
808,35,28,0
347,40,86,1
435,36,14,0
405,39,44,1
494,33,13,0
363,35,97,1
297,39,76,1
531,26,28,0
434,38,10,0
520,27,36,1
356,30,49,1
135,24,39,0
271,38,41,0
217,35,83,0
821,47,41,0
392,30,92,1
504,24,68,1
817,37,37,0
469,27,38,1
462,29,30,1
788,34,25,0
369,30,41,1
423,24,78,1
429,40,38,1
543,30,46,0
459,26,62,1
385,22,63,1
786,27,13,0
792,32,97,0
448,36,64,1
416,25,40,1
510,22,32,1
620,36,72,0
382,24,46,1
608,20,25,0
448,22,49,1
383,32,20,0
291,38,31,1
820,39,27,0
183,48,84,0
889,30,69,0
366,35,86,1
489,28,62,1
335,29,30,1
422,39,92,1
428,22,54,1
113,50,57,0
366,32,67,1
364,27,42,1
264,25,50,0
181,35,77,0
644,20,24,0
248,33,15,0
423,20,38,1
127,34,32,0
692,35,61,0
357,35,60,1
893,45,52,0
163,33,56,0
392,27,64,1
157,39,28,0
644,47,41,0
593,15,31,0
597,37,28,0
746,33,65,0
220,25,48,0
462,25,13,0
431,31,81,1
393,36,85,1
563,41,51,0
515,21,72,1
309,22,31,1
280,25,40,1
340,13,77,0
398,29,48,1
194,13,86,0
448,33,25,0
448,29,39,1
164,48,49,0
569,39,43,0
446,38,78,1
349,32,57,1
346,20,51,1
198,25,52,0
499,32,33,1
444,40,79,1
344,32,91,1
770,27,20,0
294,34,87,1
200,37,67,0
499,37,50,1
646,25,68,0
370,26,44,1
339,30,30,1
310,13,88,0
710,35,18,0
743,41,75,0
832,37,10,0
278,47,50,0
416,24,98,1
121,42,81,0
433,36,83,1
321,39,67,1
208,24,58,0
705,34,12,0
130,26,29,0
316,33,43,1
391,26,69,1
663,35,12,0
338,29,42,1
343,34,31,1
792,25,96,0
748,49,49,0
260,10,94,0
837,38,24,0
350,22,61,1
568,41,84,0
399,35,63,1
313,25,89,1
440,21,41,1
451,27,35,1
430,37,43,1
208,43,46,0
361,34,39,1
617,44,86,0
256,20,64,0
474,26,87,1
571,22,11,0
336,33,49,1
104,37,59,0
322,25,50,1
368,21,31,1
409,39,46,1
627,11,49,0
172,14,60,0
127,13,99,0
483,20,76,1
342,27,88,1
354,12,58,0
337,20,31,1
493,32,44,1
367,38,53,1
431,25,45,1
384,28,25,0
384,39,84,1
304,30,50,1
129,47,39,0
392,37,85,1
631,35,69,0
297,21,88,1
720,24,27,0
394,38,54,1
295,20,22,0
572,46,34,0
510,25,95,1
334,26,32,1
458,23,80,1
346,25,77,1
823,29,60,0
382,31,42,1
378,24,10,0
385,25,50,1
455,30,99,1
582,25,24,0
570,13,40,0
766,42,34,0
477,30,43,1
404,38,78,1
368,10,92,0
479,40,50,1
538,14,62,0
310,37,59,1
452,23,62,1
306,35,26,0
481,22,33,1
513,32,46,1
411,21,13,0
640,35,18,0
373,34,100,1
513,26,89,1
439,24,48,1
506,26,45,1
412,33,85,1
417,39,60,1
560,33,34,0
434,49,39,0
455,20,70,1
489,26,39,1
821,23,49,0
670,42,32,0
608,34,15,0
289,10,89,0
650,40,17,0
532,40,51,0
461,24,31,1
281,32,66,1
225,15,88,0
355,38,73,1
437,49,79,0
208,10,58,0
811,36,14,0
608,35,40,0
478,22,98,1
458,25,14,0
141,28,75,0
292,39,56,1
105,28,24,0
482,23,41,1
404,20,46,1
382,35,29,0
679,18,92,0
519,33,91,1
551,34,33,0
407,35,39,1
274,25,51,0
251,24,17,0
705,22,99,0
296,36,39,1
337,31,48,1
205,19,46,0
334,33,45,1
672,28,34,0
297,38,59,1
403,33,10,0
266,16,94,0
362,42,54,0
390,34,93,1
364,20,83,1
334,26,39,1
784,26,42,0
515,20,88,1
887,20,61,0
675,23,73,0
492,33,84,1
699,28,54,0
507,39,67,1
118,30,18,0
212,40,68,0
638,32,84,0
366,32,32,1
306,35,14,0
513,49,37,0
298,38,95,1
469,39,52,1
444,28,66,1
411,37,47,1
155,37,41,0
329,23,68,1
439,22,38,1
404,18,46,0
447,27,95,1
790,23,22,0
534,27,25,0
492,24,88,1
123,48,90,0
469,26,68,1
748,24,30,0
558,40,76,0
657,24,76,0
618,24,36,0
356,21,55,1
653,32,40,0
310,32,53,1
751,21,17,0
349,20,20,0
321,20,34,1
349,33,95,1
650,40,74,0
624,48,72,0
644,16,38,0
322,22,99,1
750,14,97,0
187,25,56,0
891,36,28,0
627,27,24,0
628,16,35,0
410,35,56,1
339,39,47,1
389,28,70,1
333,39,96,1
269,24,15,0
685,23,26,0
798,12,88,0
370,18,98,0
471,35,52,1
328,41,76,0
567,21,37,0
804,29,90,0
520,38,80,1
526,48,67,0
408,40,36,1
365,26,57,1
307,24,65,1
309,33,19,0
736,44,76,0
474,22,71,1
295,33,97,1
255,20,59,0
375,28,29,0
453,22,49,1
381,50,44,0
345,37,70,1
320,25,81,1
848,20,41,0
753,34,42,0
368,24,31,1
103,15,81,0
142,19,36,0
359,34,74,1
755,16,85,0
297,30,39,1
704,29,60,0
456,28,36,1
503,29,79,1
337,37,38,1
552,12,41,0
452,35,74,1
794,40,11,0
421,26,21,0
336,28,78,1
316,43,82,0
325,40,54,1
324,21,38,1
371,11,57,0
665,37,42,0
278,19,88,0
313,40,63,1
370,22,40,1
263,20,15,0
516,37,49,1
584,43,98,0
432,20,90,1
329,30,72,1
788,33,26,0
649,30,59,0
655,40,19,0
439,29,100,1
606,29,23,0
808,11,91,0
708,35,97,0
206,20,33,0
571,35,37,0
750,37,17,0
271,47,79,0
446,37,49,1
568,13,34,0
648,37,11,0
436,41,66,0
454,38,48,1
126,21,50,0
330,25,98,1
350,31,75,1
396,32,84,1
503,37,81,1
186,46,34,0
807,45,31,0
553,34,50,0
826,40,61,0
455,44,77,0
826,34,18,0
297,29,79,1
604,45,42,0
564,13,38,0
448,39,98,1
301,36,72,1
431,38,65,1
281,32,60,1
380,30,84,1
517,28,32,1
750,19,50,0
190,33,37,0
477,24,96,1
149,13,61,0
843,26,17,0
305,30,90,1
799,33,85,0
103,14,98,0
313,31,23,0
474,41,46,0
137,23,66,0
143,34,23,0
317,13,76,0
295,47,94,0
301,35,74,1
167,42,94,0
310,39,71,1
399,29,72,1
601,12,42,0
519,26,79,1
366,27,97,1
290,32,16,0
523,24,98,0
127,29,19,0
136,21,10,0
453,50,91,0
525,29,66,0
450,32,43,1
396,23,55,1
230,29,75,0
341,29,86,1
437,40,57,1
609,24,20,0
371,32,48,1
136,22,19,0
540,40,26,0
459,28,47,1
500,38,96,1
295,19,53,0
584,43,71,0
607,47,52,0
470,37,47,1
369,23,43,1
868,46,69,0
404,33,37,1
473,28,54,1
295,24,93,1
484,23,40,1
373,29,48,1
490,36,31,1
311,39,80,1
314,26,76,1
543,38,55,0
424,29,50,1
458,21,59,1
893,30,26,0
363,31,50,1
219,26,15,0
324,39,58,1
791,26,25,0
251,40,12,0
293,22,71,1
720,46,98,0
413,28,72,1
149,21,19,0
483,30,52,1
821,38,71,0
515,22,37,1
393,20,33,1
422,38,77,1
421,38,10,0
456,38,33,1
502,31,88,1
393,35,88,1
470,27,71,1
398,18,56,0
615,34,12,0
230,28,45,0
213,36,80,0
775,35,27,0
734,49,84,0
444,40,49,1
182,25,67,0
466,37,76,1
392,24,92,1
338,38,75,1
433,38,84,1
569,28,58,0
107,32,75,0
456,37,60,1
764,34,15,0
369,29,29,0
407,39,78,1
297,14,31,0
366,22,49,1
362,32,42,1
283,38,42,1
398,29,85,1
425,24,60,1
226,48,85,0
341,27,57,1
491,33,46,1
107,25,25,0
423,31,50,1
562,44,63,0
334,20,24,0
857,19,99,0
351,37,70,1
379,36,85,1
500,32,17,0
487,38,77,1
762,39,66,0
477,39,32,1
363,27,61,1
483,23,94,1
416,26,31,1
376,31,51,1
410,20,51,1
192,21,21,0
429,20,66,1
649,44,50,0
745,40,91,0
675,31,45,0
287,23,100,1
753,32,80,0
196,16,84,0
387,37,57,1
747,38,77,0
476,24,87,1
350,38,35,1
421,32,62,1
469,35,64,1
515,31,60,1
373,10,45,0
492,38,85,1
492,11,63,0
587,47,99,0
464,29,71,1
424,37,64,1
325,24,36,1
805,16,97,0
284,32,72,1
891,28,83,0
807,33,22,0
275,11,73,0
570,25,98,0
304,30,54,1
448,35,85,1
602,37,20,0
282,30,43,1
404,21,60,1
195,35,14,0
203,11,31,0
520,23,81,1
410,37,94,1
299,26,59,1
454,25,98,1
346,34,63,1
897,17,43,0
263,46,75,0
332,23,96,1
378,33,53,1
859,40,28,0
697,43,68,0
199,10,38,0
209,44,38,0
666,23,16,0
299,21,75,1
511,24,93,1
168,17,97,0
201,50,50,0
201,32,40,0
504,29,34,1
390,24,14,0
473,35,38,1
338,35,49,1
190,26,88,0
185,40,15,0
878,34,45,0
679,27,91,0
514,29,68,1
556,48,74,0
360,39,40,1
627,23,37,0
469,35,71,1
291,31,68,1
579,23,19,0
852,36,28,0
566,36,47,0
471,48,90,0
182,38,23,0
418,38,81,1
536,23,12,0
267,33,28,0
339,32,63,1
506,47,43,0
384,36,23,0
895,29,44,0
512,29,57,1
814,38,77,0
506,36,91,1
509,35,90,1
444,13,84,0
839,40,92,0
750,45,50,0
412,31,98,1
475,36,80,1
393,40,31,1
248,15,72,0
344,26,32,1
230,46,46,0
481,28,33,1
707,46,32,0
412,27,99,1
418,21,100,1
410,13,81,0
387,25,67,1
785,33,27,0
474,34,64,1
199,37,25,0
272,39,60,0
456,30,92,1
359,29,96,1
482,20,87,1
445,22,50,1
322,48,94,0
460,27,90,1
449,30,40,1
309,33,97,1
150,29,64,0
145,29,19,0
440,29,44,1
347,27,63,1
434,28,94,1
318,26,87,1
428,24,83,1
486,47,92,0
597,35,97,0
222,28,76,0
410,33,35,1
372,35,65,1
469,30,65,1
181,34,45,0
612,49,97,0
421,25,60,1
344,38,52,1
328,32,40,1
787,34,43,0
249,34,12,0
359,34,19,0
664,49,72,0
330,34,98,1
456,30,56,1
622,15,50,0
452,36,41,1
201,24,68,0
394,30,52,1
496,40,61,1
118,28,65,0
479,39,41,1
178,20,68,0
284,17,56,0
520,28,59,1
125,28,25,0
462,26,34,1
440,25,20,0
804,20,91,0
346,23,59,1
485,31,52,1
501,37,78,1
420,10,89,0
362,29,49,1
308,39,76,1
698,36,76,0
468,20,74,1
256,16,90,0
753,43,36,0
421,36,73,1
799,33,19,0
256,23,27,0
892,17,81,0
516,40,59,1
172,27,26,0
286,40,34,1
334,38,34,1
382,22,87,1
120,40,13,0
494,22,60,1
335,24,52,1
322,37,69,1
707,35,60,0
506,31,33,1
723,40,70,0
491,25,76,1
231,26,86,0
636,12,36,0
200,44,40,0
207,18,46,0
298,27,52,1
678,20,76,0
433,38,85,1
588,47,38,0
629,10,84,0
860,32,57,0
774,31,87,0
734,42,47,0
815,38,19,0
591,26,18,0
688,34,26,0
277,36,27,0
449,26,16,0
454,37,64,1
289,22,56,1
687,49,53,0
679,48,44,0
407,22,46,1
622,11,51,0
891,23,63,0
437,15,60,0
509,10,51,0
417,38,52,1
791,20,52,0
237,24,11,0
262,20,28,0
302,38,91,1
353,28,100,1
391,24,14,0
676,43,59,0
317,36,89,1
366,18,61,0
760,40,34,0
473,37,42,1
844,32,13,0
608,29,14,0
342,39,40,1
403,34,87,1
441,26,32,1
788,32,28,0
504,33,39,1
280,38,48,1
545,27,22,0
477,28,80,1
780,14,58,0
317,26,86,1
717,21,28,0
504,27,57,1
310,32,82,1
280,35,74,1
291,29,86,1
717,29,90,0
385,36,34,1
427,40,75,1
314,36,91,1
512,32,11,0
518,24,34,1
382,40,37,1
585,14,68,0
340,21,69,1
456,25,93,1
477,22,94,1
208,25,12,0
384,38,94,1
373,26,87,1
310,25,84,1
449,38,30,1
308,19,87,0
333,25,68,1
319,24,48,1
496,29,22,0
819,37,78,0
426,26,42,1
259,19,73,0
436,27,56,1
475,26,56,1
474,26,77,1
803,23,80,0
287,39,94,1
424,35,68,1
768,23,20,0
130,24,25,0
500,20,53,1
707,31,75,0
413,31,81,1
574,30,19,0
499,18,35,0
131,33,27,0
766,34,33,0
501,26,76,1
419,30,47,1
452,28,92,1
394,35,29,0
371,24,70,1
287,16,77,0
344,10,45,0
624,36,18,0
502,28,25,0
411,20,97,1
574,29,84,0
498,32,76,1
324,43,58,0
406,39,85,1
490,42,49,0
487,32,77,1
338,37,90,1
646,13,86,0
343,22,82,1
348,37,43,1
806,11,72,0
324,19,81,0
475,34,49,1
411,14,51,0
333,31,42,1
629,48,78,0
413,39,52,1
500,23,29,0
349,20,57,1
477,26,100,1
843,40,26,0
725,13,91,0
390,35,80,1
773,37,14,0
436,26,42,1
304,38,39,1
330,20,55,1
309,27,15,0
647,39,35,0
326,37,63,1
686,27,15,0
551,38,25,0
440,32,49,1
423,26,46,1
328,38,40,1
302,36,63,1
442,27,99,1
371,31,86,1
361,35,56,1
380,20,53,1
179,40,78,0
366,17,55,0
455,35,90,1
402,44,64,0
449,31,55,1
434,32,82,1
403,38,54,1
589,21,58,0
519,22,52,1
356,20,83,1
270,42,76,0
395,35,72,1
458,25,97,1
396,37,12,0
452,37,74,1
357,34,44,1
842,17,33,0
406,23,68,1
446,37,82,1
376,40,34,1
444,29,14,0
615,38,54,0
441,35,87,1
404,28,61,1
483,26,47,1
382,22,27,0
281,26,40,1
330,34,45,1
300,35,56,1
406,12,48,0
112,30,84,0
601,14,86,0
771,14,84,0
447,33,63,1
441,31,62,1
453,30,50,1
884,38,32,0
307,36,95,1
103,21,49,0
795,19,47,0
407,24,68,1
410,35,96,1
282,38,33,1
188,20,96,0
785,24,14,0
482,25,63,1
183,28,20,0
438,38,90,1
439,26,82,1
810,14,69,0
417,46,60,0
351,40,47,1
393,38,12,0
445,30,14,0
440,29,93,1
342,24,50,1
560,44,47,0
462,29,61,1
319,37,74,1
551,40,90,0
658,11,87,0
452,37,66,1
166,34,13,0
291,40,90,1
516,21,12,0
451,11,100,0
519,26,64,1
515,31,96,1
650,23,19,0
866,24,38,0
772,48,62,0
322,29,96,1
783,25,15,0
537,31,16,0
726,23,20,0
162,29,95,0
410,22,43,1
517,40,73,1
485,25,26,0
840,35,40,0
489,22,16,0
455,17,53,0
801,36,62,0
383,35,58,1
433,50,70,0
759,38,17,0
343,31,29,0
461,24,88,1
411,22,88,1
419,24,66,1
448,34,59,1
328,37,85,1
641,40,56,0
458,24,31,1
483,21,67,1
578,31,51,0
471,24,95,1
587,21,73,0
463,43,72,0
444,25,48,1
393,25,88,1
445,24,63,1
516,37,51,1
657,22,73,0
500,38,83,1
433,10,37,0
458,26,31,1
520,26,96,1
773,35,90,0
207,29,14,0
373,41,45,0
258,32,42,0
506,37,72,1
368,20,75,1
759,18,81,0
532,36,75,0
136,32,10,0
388,39,82,1
341,39,57,1
408,25,71,1
688,32,29,0
295,36,96,1
786,40,86,0
189,34,85,0
438,40,88,1
790,17,85,0
411,24,22,0
447,20,48,1
337,25,58,1
678,37,62,0
388,29,78,1
178,30,19,0
443,23,61,1
152,37,56,0
210,23,28,0
461,29,75,1
303,35,57,1
467,40,60,1
308,37,38,1
333,39,24,0
520,40,98,1
628,40,79,0
360,29,51,1
463,13,87,0
300,36,16,0
475,33,83,1
498,40,32,1
280,42,73,0
268,31,27,0
436,23,96,1
387,34,76,1
419,29,93,1
485,24,24,0
459,33,68,1
514,40,80,1
345,32,89,1
373,39,30,1
263,24,23,0
139,15,55,0
477,22,40,1
551,19,88,0
435,38,100,1
385,32,28,0
471,36,36,1
417,10,44,0
300,38,60,1
102,39,30,0
434,33,16,0
639,24,19,0
424,25,88,1
254,22,91,0
570,34,87,0
155,46,51,0
171,35,18,0
666,41,53,0
801,40,21,0
442,20,86,1
242,19,93,0
497,27,84,1
797,13,75,0
483,33,52,1
431,20,40,1
655,40,75,0
417,36,80,1
305,23,89,1
444,21,42,1
354,31,40,1
441,30,17,0
398,30,99,1
327,24,44,1
774,50,41,0
676,36,19,0
438,39,100,1
665,30,55,0
125,23,44,0
463,34,90,1
629,39,50,0
861,40,19,0
371,39,19,0
876,10,54,0
144,24,95,0
323,37,71,1
818,46,87,0
632,15,56,0
477,13,60,0
485,33,38,1
493,30,39,1
212,23,60,0
266,32,74,0
452,35,100,1
425,36,31,1
681,24,13,0
397,35,79,1
397,36,72,1
435,34,27,0
650,35,82,0
401,20,89,1
424,24,76,1
492,44,65,0
320,20,32,1
606,22,13,0
488,17,43,0
383,17,71,0
849,22,15,0
408,34,68,1
706,34,40,0
484,34,75,1
505,36,40,1
653,25,19,0
402,24,77,1
125,29,79,0
504,40,52,1
497,25,51,1
498,40,73,1
491,37,14,0
360,23,41,1
804,37,39,0
300,31,86,1
513,28,78,1
573,14,93,0
656,25,44,0
397,39,77,1
220,44,34,0
255,33,25,0
379,41,95,0
895,20,33,0
100,27,12,0
403,24,63,1
422,27,62,1
890,44,47,0
374,36,68,1
128,26,22,0
585,50,82,0
370,29,43,1
618,26,86,0
820,22,85,0
362,33,90,1
338,23,98,1
507,23,51,1
493,27,41,1
393,23,77,1
642,47,71,0
451,31,76,1
461,33,83,1
334,31,39,1
356,26,51,1
244,36,13,0
600,33,78,0
147,19,44,0
290,20,40,1
507,30,33,1
506,29,27,0
706,36,60,0
704,32,24,0
624,50,78,0
235,16,43,0
357,28,93,1
393,38,16,0
824,31,25,0
435,25,47,1
472,28,95,1
398,21,45,1
395,27,42,1
322,25,35,1
480,21,64,1
685,33,96,0
214,29,64,0
377,13,50,0
420,33,60,1
209,34,11,0
428,24,51,1
309,30,12,0
452,31,32,1
310,34,32,1
872,26,10,0
512,36,63,1
303,38,68,1
448,40,53,1
482,27,95,1
388,24,51,1
300,32,23,0
341,21,91,1
817,26,26,0
542,23,25,0
277,12,49,0
293,35,12,0
322,38,54,1
858,42,87,0
410,38,98,1
440,32,34,1
406,50,86,0
349,35,83,1
294,20,84,1
620,29,62,0
105,29,21,0
166,21,31,0
876,35,15,0
443,34,48,1
490,40,92,1
597,23,21,0
695,29,67,0
315,34,49,1
359,38,87,1
614,34,67,0
823,12,92,0
344,40,98,1
215,35,13,0
346,28,67,1
358,50,88,0
384,25,55,1
492,26,63,1
206,38,53,0
842,30,63,0
358,25,50,1
760,26,73,0
722,24,18,0
434,35,59,1
620,17,87,0
195,31,32,0
406,26,50,1
394,31,35,1
220,34,16,0
543,38,43,0
488,21,40,1
485,39,39,1
748,35,81,0
744,30,34,0
491,37,23,0
435,28,56,1
502,26,80,1
346,26,29,0
590,31,52,0
435,24,78,1
165,30,95,0
341,25,42,1
519,35,67,1
887,22,17,0
676,35,70,0
290,32,58,1
349,22,31,1
434,33,52,1
334,33,27,0
338,20,57,1
484,23,13,0
304,21,92,1
367,40,22,0
432,36,50,1
508,26,39,1
334,20,64,1
351,35,82,1
357,48,100,0
519,20,85,1
309,39,61,1
487,26,94,1
490,28,95,1
504,26,83,1
652,35,13,0
320,27,34,1
708,37,65,0
608,35,16,0
678,14,33,0
485,30,35,1
669,33,10,0
682,42,93,0
340,38,41,1
469,37,50,1
859,33,84,0
736,33,20,0
352,23,90,1
825,36,45,0
884,26,48,0
240,39,85,0
371,38,88,1
887,47,80,0
494,16,83,0
776,24,27,0
413,29,89,1
341,10,75,0
415,33,57,1
376,31,45,1
367,50,32,0
140,40,35,0
645,33,82,0
167,11,89,0
453,36,32,1
321,39,74,1
772,27,56,0
372,36,22,0
369,33,50,1
768,39,27,0
351,26,55,1
391,16,43,0
695,39,14,0
568,29,39,0
375,25,87,1
373,28,57,1
728,33,80,0
695,44,96,0
393,22,94,1
360,21,71,1
321,39,94,1
439,33,76,1
390,25,99,1
192,20,21,0
473,40,11,0
287,29,88,1
451,33,41,1
458,27,72,1
885,13,94,0
281,33,49,1
290,33,38,1
301,35,50,1
540,31,64,0
220,35,61,0
326,24,33,1
474,31,44,1
458,17,75,0
328,17,99,0
781,47,89,0
286,33,62,1
722,36,15,0
128,15,44,0
408,39,93,1
289,33,23,0
378,28,62,1
834,40,21,0
290,18,82,0
541,50,63,0
150,24,94,0
898,26,56,0
333,48,85,0
237,11,74,0
553,28,82,0
372,28,80,1
362,29,100,1
505,36,86,1
286,31,69,1
637,14,51,0
335,32,94,1
650,20,68,0
295,37,86,1
269,21,96,0
357,28,54,1
736,21,73,0
289,24,87,1
367,38,57,1
207,12,41,0
484,32,58,1
841,11,86,0
337,22,31,1
