text,intent,domain
List transactions where profit is greater than 721,filter_condition,Finance
Filter tests having blood pressure equal to 575,filter_condition,Medical
Show all students with grade below 113,filter_condition,Education
Find highest marks among students,aggregate_minmax,Education
Visualize uptime distribution using bars,visualize_bar_chart,Technology
Show all farms with area below 396,filter_condition,Agriculture
Show all teams with score below 721,filter_condition,Sports
Show all accounts with balance below 474,filter_condition,Finance
Filter devices having errors equal to 64,filter_condition,Technology
Show all logs with uptime below 168,filter_condition,Technology
Display tickets whose response time exceeds 456,filter_condition,Technology
Show all products with price below 76,filter_condition,Retail
Display crops whose yield exceeds 811,filter_condition,Agriculture
Display records whose blood pressure exceeds 289,filter_condition,Medical
List tickets where errors is greater than 382,filter_condition,Technology
List teams where assists is greater than 834,filter_condition,Sports
Display machines whose cost exceeds 717,filter_condition,Manufacturing
Filter subjects having grade equal to 840,filter_condition,Education
Order harvests from smallest to largest yield,sort_ascending,Agriculture
Display patients whose heart rate exceeds 544,filter_condition,Medical
Show all logs with response time below 161,filter_condition,Technology
Show first few records of players,show_head,Sports
Display total balance per account type,groupby_aggregate,Finance
Arrange subjects by attendance (low to high),sort_ascending,Education
Display total area per crop type,groupby_aggregate,Agriculture
Filter devices having uptime equal to 834,filter_condition,Technology
Display harvests whose area exceeds 936,filter_condition,Agriculture
Sort tickets by response time in descending order,sort_descending,Technology
Filter students having attendance equal to 234,filter_condition,Education
Show all players with assists below 664,filter_condition,Sports
List devices where errors is greater than 441,filter_condition,Technology
Show all patients with heart rate below 558,filter_condition,Medical
List records where age is greater than 506,filter_condition,Medical
Filter subjects having attendance equal to 197,filter_condition,Education
Filter records having age equal to 118,filter_condition,Medical
Display grades whose grade exceeds 749,filter_condition,Education
Display total blood pressure per department,groupby_aggregate,Medical
Display total score per team,groupby_aggregate,Sports
Display teams whose assists exceeds 955,filter_condition,Sports
Filter harvests having rainfall equal to 245,filter_condition,Agriculture
Show all sales with price below 35,filter_condition,Retail
Filter players having assists equal to 51,filter_condition,Sports
List logs where response time is greater than 928,filter_condition,Technology
Show how many records are in each department,groupby_count,Medical
Order transactions from largest to smallest profit,sort_descending,Finance
Display students whose marks exceeds 577,filter_condition,Education
Order investments from smallest to largest profit,sort_ascending,Finance
Show all batches with cost below 423,filter_condition,Manufacturing
Calculate sum of grade from subjects,aggregate_sum,Education
Find total marks for all students,aggregate_sum,Education
List transactions where balance is greater than 368,filter_condition,Finance
Filter crops having rainfall equal to 5,filter_condition,Agriculture
Show all teams with score below 759,filter_condition,Sports
Display sales whose price exceeds 782,filter_condition,Retail
Display games whose goals exceeds 53,filter_condition,Sports
Display machines whose cost exceeds 700,filter_condition,Manufacturing
Get minimum marks from students,aggregate_minmax,Education
List accounts where balance is greater than 34,filter_condition,Finance
Display patients whose blood pressure exceeds 339,filter_condition,Medical
Arrange sales by discount (low to high),sort_ascending,Retail
Show all devices with errors below 744,filter_condition,Technology
Filter tests having age equal to 429,filter_condition,Medical
Filter players having score equal to 444,filter_condition,Sports
Order farms from smallest to largest area,sort_ascending,Agriculture
Filter investments having amount equal to 667,filter_condition,Finance
Display total heart rate per disease,groupby_aggregate,Medical
Show all investments with profit below 382,filter_condition,Finance
Show first few records of machines,show_head,Manufacturing
Display parts whose output exceeds 90,filter_condition,Manufacturing
Show average attendance by subject,groupby_aggregate,Education
Order games from largest to smallest score,sort_descending,Sports
Filter teams having assists equal to 724,filter_condition,Sports
Filter orders having price equal to 251,filter_condition,Retail
Show all sales with quantity below 137,filter_condition,Retail
Show all transactions with amount below 474,filter_condition,Finance
Create bar chart for rainfall,visualize_bar_chart,Agriculture
List crops where yield is greater than 281,filter_condition,Agriculture
List crops where rainfall is greater than 590,filter_condition,Agriculture
Show all harvests with yield below 675,filter_condition,Agriculture
Show all patients with heart rate below 52,filter_condition,Medical
Show all patients with blood pressure below 541,filter_condition,Medical
Get minimum age from tests,aggregate_minmax,Medical
Show all parts with output below 165,filter_condition,Manufacturing
List farms where area is greater than 772,filter_condition,Agriculture
List subjects where marks is greater than 180,filter_condition,Education
Filter investments having balance equal to 197,filter_condition,Finance
List sales where quantity is greater than 232,filter_condition,Retail
Display teams whose goals exceeds 503,filter_condition,Sports
List accounts where balance is greater than 689,filter_condition,Finance
Display logs whose response time exceeds 51,filter_condition,Technology
Filter harvests having rainfall equal to 460,filter_condition,Agriculture
List students where grade is greater than 123,filter_condition,Education
Get minimum balance from investments,aggregate_minmax,Finance
List teams where assists is greater than 264,filter_condition,Sports
Filter transactions having amount equal to 958,filter_condition,Finance
Filter logs having errors equal to 249,filter_condition,Technology
Display parts whose cost exceeds 106,filter_condition,Manufacturing
Show all records with age below 956,filter_condition,Medical
Display orders whose price exceeds 977,filter_condition,Retail
List tests where age is greater than 244,filter_condition,Medical
Display subjects whose grade exceeds 176,filter_condition,Education
Display accounts whose amount exceeds 135,filter_condition,Finance
Filter students having grade equal to 625,filter_condition,Education
Display players whose assists exceeds 59,filter_condition,Sports
Show all records with heart rate below 2,filter_condition,Medical
Display teams whose goals exceeds 838,filter_condition,Sports
Get maximum price from sales,aggregate_minmax,Retail
Filter games having assists equal to 786,filter_condition,Sports
Find total grade for all subjects,aggregate_sum,Education
Find highest output among parts,aggregate_minmax,Manufacturing
Show all parts with cost below 601,filter_condition,Manufacturing
Display grades whose marks exceeds 656,filter_condition,Education
Display logs whose uptime exceeds 752,filter_condition,Technology
Show all transactions with balance below 365,filter_condition,Finance
Plot yield trend over time,visualize_line_chart,Agriculture
Filter teams having goals equal to 515,filter_condition,Sports
Filter devices having response time equal to 393,filter_condition,Technology
List teams where goals is greater than 515,filter_condition,Sports
Count number of logs per region,groupby_count,Technology
Display teams whose score exceeds 747,filter_condition,Sports
List patients where heart rate is greater than 998,filter_condition,Medical
Find highest discount among sales,aggregate_minmax,Retail
List teams where score is greater than 296,filter_condition,Sports
List accounts where amount is greater than 387,filter_condition,Finance
Plot discount trend over time,visualize_line_chart,Retail
Find total cost for all batches,aggregate_sum,Manufacturing
Show all farms with rainfall below 460,filter_condition,Agriculture
List records where age is greater than 285,filter_condition,Medical
Create bar chart for errors,visualize_bar_chart,Technology
List games where score is greater than 137,filter_condition,Sports
Show all subjects with grade below 823,filter_condition,Education
Show all sales with discount below 216,filter_condition,Retail
List patients where blood pressure is greater than 389,filter_condition,Medical
Display tickets whose uptime exceeds 285,filter_condition,Technology
List orders where price is greater than 275,filter_condition,Retail
Calculate sum of price from sales,aggregate_sum,Retail
Order sales from smallest to largest price,sort_ascending,Retail
Get minimum output from batches,aggregate_minmax,Manufacturing
Display transactions whose balance exceeds 512,filter_condition,Finance
Compute mean of assists for all games,aggregate_average,Sports
Show last few records of crops,show_tail,Agriculture
List tickets where errors is greater than 723,filter_condition,Technology
Arrange investments by balance (high to low),sort_descending,Finance
List records where age is greater than 431,filter_condition,Medical
Display investments whose amount exceeds 293,filter_condition,Finance
Show available attributes in the data,show_columns,Technology
Filter patients having heart rate equal to 632,filter_condition,Medical
Display games whose score exceeds 272,filter_condition,Sports
Find average balance among accounts,aggregate_average,Finance
Filter grades having grade equal to 143,filter_condition,Education
Filter logs having response time equal to 375,filter_condition,Technology
Arrange players by goals (high to low),sort_descending,Sports
List subjects where marks is greater than 962,filter_condition,Education
Filter patients having blood pressure equal to 367,filter_condition,Medical
Count number of transactions per branch,groupby_count,Finance
Display records whose blood pressure exceeds 369,filter_condition,Medical
Filter products having quantity equal to 843,filter_condition,Retail
Display tickets whose uptime exceeds 272,filter_condition,Technology
Show last few records of investments,show_tail,Finance
Display grades whose grade exceeds 81,filter_condition,Education
Filter harvests having yield equal to 975,filter_condition,Agriculture
List transactions where profit is greater than 886,filter_condition,Finance
List orders where quantity is greater than 599,filter_condition,Retail
List tickets where errors is greater than 455,filter_condition,Technology
Filter products having price equal to 200,filter_condition,Retail
Show all players with assists below 52,filter_condition,Sports
Display top rows from machines,show_head,Manufacturing
Filter transactions having balance equal to 321,filter_condition,Finance
List players where score is greater than 934,filter_condition,Sports
Sort students by grade in ascending order,sort_ascending,Education
Display logs whose uptime exceeds 861,filter_condition,Technology
Filter subjects having attendance equal to 897,filter_condition,Education
Show all logs with uptime below 419,filter_condition,Technology
Show all records with blood pressure below 507,filter_condition,Medical
Get maximum balance from transactions,aggregate_minmax,Finance
Filter grades having grade equal to 376,filter_condition,Education
List orders where quantity is greater than 97,filter_condition,Retail
Display grades whose grade exceeds 58,filter_condition,Education
Filter batches having runtime equal to 521,filter_condition,Manufacturing
Arrange tickets by uptime (high to low),sort_descending,Technology
Find highest area among crops,aggregate_minmax,Agriculture
Filter logs having uptime equal to 330,filter_condition,Technology
List devices where errors is greater than 899,filter_condition,Technology
Show all accounts with amount below 303,filter_condition,Finance
Show all farms with rainfall below 46,filter_condition,Agriculture
Filter games having goals equal to 465,filter_condition,Sports
Filter patients having blood pressure equal to 123,filter_condition,Medical
Show all patients with age below 369,filter_condition,Medical
Show all players with assists below 317,filter_condition,Sports
Filter crops having yield equal to 194,filter_condition,Agriculture
Count number of games per team,groupby_count,Sports
Show all students with attendance below 717,filter_condition,Education
Filter logs having errors equal to 854,filter_condition,Technology
Count number of tickets per region,groupby_count,Technology
Display tickets whose errors exceeds 920,filter_condition,Technology
Display orders whose discount exceeds 801,filter_condition,Retail
Display investments whose profit exceeds 37,filter_condition,Finance
Show all students with grade below 890,filter_condition,Education
List students where grade is greater than 567,filter_condition,Education
Sort players by assists in ascending order,sort_ascending,Sports
Show all orders with price below 476,filter_condition,Retail
Sort parts by cost in descending order,sort_descending,Manufacturing
Filter machines having runtime equal to 634,filter_condition,Manufacturing
List grades where attendance is greater than 549,filter_condition,Education
Filter batches having cost equal to 904,filter_condition,Manufacturing
List grades where grade is greater than 27,filter_condition,Education
Display students whose marks exceeds 354,filter_condition,Education
Show all logs with uptime below 287,filter_condition,Technology
List devices where uptime is greater than 125,filter_condition,Technology
Filter batches having output equal to 551,filter_condition,Manufacturing
List grades where grade is greater than 679,filter_condition,Education
Show all harvests with yield below 256,filter_condition,Agriculture
Display games whose score exceeds 122,filter_condition,Sports
Show all machines with output below 402,filter_condition,Manufacturing
Show all products with quantity below 138,filter_condition,Retail
Filter products having price equal to 143,filter_condition,Retail
Find average profit among transactions,aggregate_average,Finance
List games where goals is greater than 517,filter_condition,Sports
Compute mean of age for all records,aggregate_average,Medical
Display machines whose cost exceeds 951,filter_condition,Manufacturing
Sort subjects by grade in descending order,sort_descending,Education
Display teams whose assists exceeds 159,filter_condition,Sports
Order machines from largest to smallest cost,sort_descending,Manufacturing
Show all products with discount below 758,filter_condition,Retail
Display transactions whose profit exceeds 35,filter_condition,Finance
Show all tickets with errors below 8,filter_condition,Technology
Filter crops having rainfall equal to 543,filter_condition,Agriculture
Display logs whose uptime exceeds 257,filter_condition,Technology
Show all grades with marks below 436,filter_condition,Education
Find average score among games,aggregate_average,Sports
Display crops whose yield exceeds 176,filter_condition,Agriculture
Show all grades with attendance below 101,filter_condition,Education
Arrange products by discount (high to low),sort_descending,Retail
Display top rows from players,show_head,Sports
Filter players having goals equal to 483,filter_condition,Sports
Order records from smallest to largest blood pressure,sort_ascending,Medical
List transactions where balance is greater than 711,filter_condition,Finance
Show how many tests are in each disease,groupby_count,Medical
Arrange tests by heart rate (low to high),sort_ascending,Medical
Filter students having marks equal to 711,filter_condition,Education
List machines where output is greater than 647,filter_condition,Manufacturing
Arrange patients by age (high to low),sort_descending,Medical
Show all students with marks below 630,filter_condition,Education
Filter investments having amount equal to 334,filter_condition,Finance
Filter transactions having balance equal to 122,filter_condition,Finance
Show average amount by account type,groupby_aggregate,Finance
Display top rows from harvests,show_head,Agriculture
List farms where yield is greater than 233,filter_condition,Agriculture
Display total uptime per region,groupby_aggregate,Technology
Show how many sales are in each category,groupby_count,Retail
List batches where output is greater than 759,filter_condition,Manufacturing
Find highest amount among investments,aggregate_minmax,Finance
Show all players with goals below 494,filter_condition,Sports
Get minimum uptime from devices,aggregate_minmax,Technology
List students where grade is greater than 220,filter_condition,Education
List teams where assists is greater than 487,filter_condition,Sports
Display products whose quantity exceeds 67,filter_condition,Retail
Filter parts having runtime equal to 352,filter_condition,Manufacturing
Compute mean of grade for all students,aggregate_average,Education
Display subjects whose grade exceeds 39,filter_condition,Education
Show all products with discount below 702,filter_condition,Retail
Display teams whose score exceeds 472,filter_condition,Sports
Calculate sum of balance from investments,aggregate_sum,Finance
Compute mean of heart rate for all records,aggregate_average,Medical
List games where score is greater than 605,filter_condition,Sports
Show all transactions with profit below 463,filter_condition,Finance
Sort accounts by profit in ascending order,sort_ascending,Finance
Display accounts whose balance exceeds 431,filter_condition,Finance
Find average rainfall among crops,aggregate_average,Agriculture
Display top rows from crops,show_head,Agriculture
List machines where runtime is greater than 345,filter_condition,Manufacturing
Filter teams having assists equal to 692,filter_condition,Sports
Filter batches having runtime equal to 408,filter_condition,Manufacturing
Show all tests with age below 296,filter_condition,Medical
Filter tests having heart rate equal to 146,filter_condition,Medical
Find lowest uptime among tickets,aggregate_minmax,Technology
List investments where profit is greater than 337,filter_condition,Finance
Show all transactions with profit below 548,filter_condition,Finance
Create bar chart for area,visualize_bar_chart,Agriculture
Filter products having discount equal to 558,filter_condition,Retail
List transactions where amount is greater than 88,filter_condition,Finance
Arrange crops by area (low to high),sort_ascending,Agriculture
Show all students with marks below 837,filter_condition,Education
List subjects where attendance is greater than 836,filter_condition,Education
Display entire dataset,show_all,Sports
Display farms whose yield exceeds 408,filter_condition,Agriculture
Order harvests from smallest to largest rainfall,sort_ascending,Agriculture
Visualize assists distribution using bars,visualize_bar_chart,Sports
Show all teams with goals below 116,filter_condition,Sports
Show all harvests with area below 556,filter_condition,Agriculture
Show all grades with grade below 694,filter_condition,Education
Filter investments having amount equal to 348,filter_condition,Finance
Filter tests having age equal to 173,filter_condition,Medical
Show all harvests with area below 906,filter_condition,Agriculture
Create bar chart for age,visualize_bar_chart,Medical
Display farms whose yield exceeds 298,filter_condition,Agriculture
List harvests where rainfall is greater than 344,filter_condition,Agriculture
Show all games with assists below 292,filter_condition,Sports
Display devices whose errors exceeds 822,filter_condition,Technology
Calculate sum of amount from accounts,aggregate_sum,Finance
Display sales whose quantity exceeds 494,filter_condition,Retail
Display total cost per machine type,groupby_aggregate,Manufacturing
List records where blood pressure is greater than 47,filter_condition,Medical
List orders where price is greater than 565,filter_condition,Retail
Show all players with goals below 800,filter_condition,Sports
Show all patients with age below 313,filter_condition,Medical
Show all batches with runtime below 897,filter_condition,Manufacturing
Filter teams having score equal to 118,filter_condition,Sports
Show all batches with cost below 564,filter_condition,Manufacturing
Filter parts having runtime equal to 321,filter_condition,Manufacturing
Filter players having goals equal to 4,filter_condition,Sports
Display orders whose quantity exceeds 299,filter_condition,Retail
Order transactions from smallest to largest amount,sort_ascending,Finance
Filter parts having runtime equal to 73,filter_condition,Manufacturing
Display orders whose discount exceeds 365,filter_condition,Retail
Display top rows from investments,show_head,Finance
Order grades from largest to smallest attendance,sort_descending,Education
List logs where errors is greater than 861,filter_condition,Technology
Filter orders having price equal to 276,filter_condition,Retail
Display logs whose response time exceeds 959,filter_condition,Technology
Display tickets whose uptime exceeds 570,filter_condition,Technology
Show all games with goals below 447,filter_condition,Sports
Show how many products are in each store,groupby_count,Retail
Calculate sum of profit from transactions,aggregate_sum,Finance
List sales where discount is greater than 962,filter_condition,Retail
Sort harvests by rainfall in ascending order,sort_ascending,Agriculture
Filter farms having rainfall equal to 716,filter_condition,Agriculture
Show all teams with score below 882,filter_condition,Sports
Summarize the dataset,describe_data,Education
List harvests where yield is greater than 534,filter_condition,Agriculture
List games where score is greater than 306,filter_condition,Sports
Show all patients with age below 178,filter_condition,Medical
Find lowest grade among grades,aggregate_minmax,Education
Sort orders by quantity in descending order,sort_descending,Retail
List players where score is greater than 27,filter_condition,Sports
Display parts whose output exceeds 116,filter_condition,Manufacturing
Filter orders having quantity equal to 747,filter_condition,Retail
List patients where blood pressure is greater than 761,filter_condition,Medical
Filter teams having goals equal to 296,filter_condition,Sports
Show all devices with errors below 741,filter_condition,Technology
List transactions where profit is greater than 708,filter_condition,Finance
Display parts whose runtime exceeds 331,filter_condition,Manufacturing
Filter accounts having balance equal to 797,filter_condition,Finance
Sort harvests by area in ascending order,sort_ascending,Agriculture
Display parts whose cost exceeds 991,filter_condition,Manufacturing
Filter records having blood pressure equal to 608,filter_condition,Medical
Show all grades with grade below 238,filter_condition,Education
List players where goals is greater than 691,filter_condition,Sports
Show average yield by crop type,groupby_aggregate,Agriculture
List subjects where attendance is greater than 833,filter_condition,Education
Display products whose quantity exceeds 170,filter_condition,Retail
Calculate sum of quantity from sales,aggregate_sum,Retail
Show how many orders are in each store,groupby_count,Retail
Display teams whose score exceeds 248,filter_condition,Sports
Display grades whose grade exceeds 895,filter_condition,Education
Sort machines by runtime in ascending order,sort_ascending,Manufacturing
Show all students with grade below 705,filter_condition,Education
Filter grades having grade equal to 819,filter_condition,Education
Show all batches with output below 216,filter_condition,Manufacturing
Display players whose assists exceeds 294,filter_condition,Sports
Show all crops with area below 410,filter_condition,Agriculture
List parts where cost is greater than 803,filter_condition,Manufacturing
Filter accounts having balance equal to 361,filter_condition,Finance
List sales where quantity is greater than 885,filter_condition,Retail
List products where quantity is greater than 7,filter_condition,Retail
Order sales from smallest to largest discount,sort_ascending,Retail
Get minimum response time from logs,aggregate_minmax,Technology
Display transactions whose profit exceeds 395,filter_condition,Finance
Filter harvests having area equal to 624,filter_condition,Agriculture
Get maximum profit from transactions,aggregate_minmax,Finance
Find average heart rate among tests,aggregate_average,Medical
List patients where heart rate is greater than 525,filter_condition,Medical
Display crops whose rainfall exceeds 14,filter_condition,Agriculture
List harvests where rainfall is greater than 142,filter_condition,Agriculture
List players where assists is greater than 870,filter_condition,Sports
List grades where attendance is greater than 884,filter_condition,Education
Find highest runtime among parts,aggregate_minmax,Manufacturing
Filter grades having attendance equal to 877,filter_condition,Education
Show all devices with errors below 494,filter_condition,Technology
Display batches whose output exceeds 157,filter_condition,Manufacturing
Filter machines having output equal to 715,filter_condition,Manufacturing
Filter tests having age equal to 218,filter_condition,Medical
Display tests whose age exceeds 976,filter_condition,Medical
Get maximum amount from investments,aggregate_minmax,Finance
Show all players with goals below 814,filter_condition,Sports
Filter orders having quantity equal to 812,filter_condition,Retail
Show all logs with response time below 612,filter_condition,Technology
Filter harvests having rainfall equal to 922,filter_condition,Agriculture
Display bottom rows from farms,show_tail,Agriculture
Arrange teams by assists (high to low),sort_descending,Sports
List records where blood pressure is greater than 749,filter_condition,Medical
List harvests where yield is greater than 158,filter_condition,Agriculture
Show how many players are in each team,groupby_count,Sports
List all columns in the dataset,show_columns,Manufacturing
Show all students with marks below 97,filter_condition,Education
Show all teams with score below 217,filter_condition,Sports
Plot output trend over time,visualize_line_chart,Manufacturing
Find total balance for all transactions,aggregate_sum,Finance
List grades where marks is greater than 588,filter_condition,Education
Show all machines with output below 855,filter_condition,Manufacturing
List teams where goals is greater than 617,filter_condition,Sports
Filter accounts having amount equal to 549,filter_condition,Finance
Show all games with score below 469,filter_condition,Sports
List accounts where amount is greater than 668,filter_condition,Finance
Display accounts whose balance exceeds 337,filter_condition,Finance
Display farms whose rainfall exceeds 178,filter_condition,Agriculture
Show all teams with goals below 59,filter_condition,Sports
Display patients whose blood pressure exceeds 354,filter_condition,Medical
Filter machines having runtime equal to 39,filter_condition,Manufacturing
Show all grades with attendance below 935,filter_condition,Education
Show all tickets with uptime below 804,filter_condition,Technology
Display players whose goals exceeds 756,filter_condition,Sports
Show average output by machine type,groupby_aggregate,Manufacturing
Show all sales with discount below 828,filter_condition,Retail
List harvests where area is greater than 918,filter_condition,Agriculture
Display investments whose profit exceeds 789,filter_condition,Finance
Sort tests by heart rate in descending order,sort_descending,Medical
Filter batches having output equal to 749,filter_condition,Manufacturing
Display teams whose score exceeds 448,filter_condition,Sports
List records where heart rate is greater than 503,filter_condition,Medical
Display orders whose discount exceeds 522,filter_condition,Retail
Show all students with marks below 32,filter_condition,Education
Get minimum grade from subjects,aggregate_minmax,Education
Filter students having marks equal to 581,filter_condition,Education
Filter investments having amount equal to 710,filter_condition,Finance
Sort transactions by amount in ascending order,sort_ascending,Finance
Filter harvests having area equal to 282,filter_condition,Agriculture
Show all devices with uptime below 829,filter_condition,Technology
Filter players having score equal to 319,filter_condition,Sports
Filter farms having area equal to 483,filter_condition,Agriculture
Show all farms with yield below 844,filter_condition,Agriculture
Calculate sum of heart rate from patients,aggregate_sum,Medical
Show all transactions with profit below 781,filter_condition,Finance
Count number of sales per category,groupby_count,Retail
Show all tickets with uptime below 471,filter_condition,Technology
Display machines whose cost exceeds 793,filter_condition,Manufacturing
Find highest heart rate among patients,aggregate_minmax,Medical
List patients where heart rate is greater than 393,filter_condition,Medical
Display sales whose discount exceeds 753,filter_condition,Retail
Display teams whose score exceeds 695,filter_condition,Sports
Filter farms having rainfall equal to 607,filter_condition,Agriculture
Display entire dataset,show_all,Finance
Filter subjects having grade equal to 285,filter_condition,Education
Display farms whose rainfall exceeds 550,filter_condition,Agriculture
Filter accounts having profit equal to 199,filter_condition,Finance
Filter investments having profit equal to 620,filter_condition,Finance
Show all batches with cost below 135,filter_condition,Manufacturing
Show all sales with price below 350,filter_condition,Retail
List farms where rainfall is greater than 285,filter_condition,Agriculture
Order orders from largest to smallest quantity,sort_descending,Retail
Filter patients having heart rate equal to 252,filter_condition,Medical
Get minimum runtime from parts,aggregate_minmax,Manufacturing
Sort parts by runtime in descending order,sort_descending,Manufacturing
Filter parts having output equal to 395,filter_condition,Manufacturing
Filter subjects having attendance equal to 587,filter_condition,Education
Show all parts with output below 843,filter_condition,Manufacturing
Show all grades with attendance below 722,filter_condition,Education
Order records from smallest to largest age,sort_ascending,Medical
Display orders whose price exceeds 798,filter_condition,Retail
Compute mean of price for all orders,aggregate_average,Retail
Display patients whose heart rate exceeds 548,filter_condition,Medical
Get minimum amount from investments,aggregate_minmax,Finance
Display investments whose amount exceeds 230,filter_condition,Finance
List batches where runtime is greater than 203,filter_condition,Manufacturing
Filter teams having score equal to 885,filter_condition,Sports
Show all devices with uptime below 88,filter_condition,Technology
Show all crops with rainfall below 739,filter_condition,Agriculture
Display players whose goals exceeds 150,filter_condition,Sports
Display tickets whose uptime exceeds 370,filter_condition,Technology
Filter games having score equal to 571,filter_condition,Sports
Filter batches having cost equal to 896,filter_condition,Manufacturing
Filter sales having price equal to 592,filter_condition,Retail
Show last few records of teams,show_tail,Sports
Filter harvests having rainfall equal to 686,filter_condition,Agriculture
Filter games having score equal to 716,filter_condition,Sports
Filter grades having marks equal to 32,filter_condition,Education
Display grades whose attendance exceeds 988,filter_condition,Education
Sort players by assists in descending order,sort_descending,Sports
List subjects where grade is greater than 324,filter_condition,Education
Filter tests having age equal to 188,filter_condition,Medical
Filter subjects having attendance equal to 167,filter_condition,Education
Display grades whose marks exceeds 579,filter_condition,Education
Get maximum marks from grades,aggregate_minmax,Education
Show all grades with marks below 299,filter_condition,Education
Display games whose assists exceeds 488,filter_condition,Sports
Show all patients with blood pressure below 616,filter_condition,Medical
List farms where area is greater than 844,filter_condition,Agriculture
Filter devices having uptime equal to 18,filter_condition,Technology
Show all products with price below 802,filter_condition,Retail
Find lowest rainfall among harvests,aggregate_minmax,Agriculture
Filter grades having attendance equal to 266,filter_condition,Education
Count number of batches per machine type,groupby_count,Manufacturing
List devices where response time is greater than 502,filter_condition,Technology
Filter batches having runtime equal to 656,filter_condition,Manufacturing
Show all products with price below 85,filter_condition,Retail
Sort grades by marks in descending order,sort_descending,Education
Display subjects whose marks exceeds 843,filter_condition,Education
Arrange games by goals (high to low),sort_descending,Sports
Display devices whose errors exceeds 734,filter_condition,Technology
Filter investments having amount equal to 867,filter_condition,Finance
Filter devices having response time equal to 783,filter_condition,Technology
Show all harvests with rainfall below 310,filter_condition,Agriculture
Display transactions whose balance exceeds 514,filter_condition,Finance
Show all investments with amount below 703,filter_condition,Finance
List games where assists is greater than 517,filter_condition,Sports
Show statistical overview of the data,describe_data,Education
Display subjects whose grade exceeds 60,filter_condition,Education
List accounts where profit is greater than 886,filter_condition,Finance
Show all players with score below 400,filter_condition,Sports
Find highest quantity among products,aggregate_minmax,Retail
Filter subjects having grade equal to 622,filter_condition,Education
Filter devices having response time equal to 236,filter_condition,Technology
List products where discount is greater than 420,filter_condition,Retail
Order patients from smallest to largest heart rate,sort_ascending,Medical
Display machines whose cost exceeds 833,filter_condition,Manufacturing
List players where score is greater than 382,filter_condition,Sports
Show all batches with cost below 273,filter_condition,Manufacturing
Display grades whose grade exceeds 664,filter_condition,Education
Show first few records of harvests,show_head,Agriculture
Show all students with attendance below 77,filter_condition,Education
List tests where age is greater than 946,filter_condition,Medical
Order tickets from smallest to largest response time,sort_ascending,Technology
Sort products by discount in ascending order,sort_ascending,Retail
Filter teams having score equal to 409,filter_condition,Sports
List sales where discount is greater than 111,filter_condition,Retail
Show all machines with cost below 789,filter_condition,Manufacturing
Sort transactions by profit in descending order,sort_descending,Finance
Display orders whose quantity exceeds 332,filter_condition,Retail
Show all tests with blood pressure below 727,filter_condition,Medical
Display orders whose price exceeds 835,filter_condition,Retail
Filter patients having age equal to 687,filter_condition,Medical
Display records whose blood pressure exceeds 978,filter_condition,Medical
Calculate sum of grade from grades,aggregate_sum,Education
Order investments from largest to smallest amount,sort_descending,Finance
Show all orders with discount below 288,filter_condition,Retail
Show all games with assists below 231,filter_condition,Sports
Get minimum heart rate from tests,aggregate_minmax,Medical
Show all teams with score below 623,filter_condition,Sports
Filter transactions having amount equal to 547,filter_condition,Finance
Filter parts having cost equal to 648,filter_condition,Manufacturing
Show all patients with age below 467,filter_condition,Medical
List crops where yield is greater than 191,filter_condition,Agriculture
Display players whose assists exceeds 266,filter_condition,Sports
Filter orders having price equal to 37,filter_condition,Retail
Show all players with assists below 853,filter_condition,Sports
Display players whose goals exceeds 851,filter_condition,Sports
List tests where blood pressure is greater than 310,filter_condition,Medical
Visualize blood pressure distribution using bars,visualize_bar_chart,Medical
List devices where response time is greater than 761,filter_condition,Technology
List investments where profit is greater than 786,filter_condition,Finance
Display devices whose response time exceeds 976,filter_condition,Technology
List investments where amount is greater than 594,filter_condition,Finance
Display parts whose runtime exceeds 835,filter_condition,Manufacturing
Show all crops with area below 185,filter_condition,Agriculture
Display parts whose cost exceeds 475,filter_condition,Manufacturing
List tickets where uptime is greater than 32,filter_condition,Technology
Display parts whose cost exceeds 287,filter_condition,Manufacturing
Filter students having attendance equal to 713,filter_condition,Education
Compute mean of assists for all teams,aggregate_average,Sports
Show all sales with discount below 793,filter_condition,Retail
Get minimum response time from tickets,aggregate_minmax,Technology
List logs where response time is greater than 610,filter_condition,Technology
List investments where balance is greater than 33,filter_condition,Finance
Show all investments with balance below 99,filter_condition,Finance
Filter patients having age equal to 649,filter_condition,Medical
Find lowest assists among players,aggregate_minmax,Sports
Find average blood pressure among patients,aggregate_average,Medical
Display tickets whose response time exceeds 421,filter_condition,Technology
Arrange grades by attendance (high to low),sort_descending,Education
Arrange players by assists (low to high),sort_ascending,Sports
Show all batches with runtime below 111,filter_condition,Manufacturing
Display devices whose response time exceeds 938,filter_condition,Technology
Display grades whose grade exceeds 340,filter_condition,Education
Display tests whose blood pressure exceeds 695,filter_condition,Medical
Sort parts by cost in ascending order,sort_ascending,Manufacturing
Show all rows of the table,show_all,Medical
Arrange parts by runtime (low to high),sort_ascending,Manufacturing
Filter orders having quantity equal to 263,filter_condition,Retail
Filter logs having errors equal to 577,filter_condition,Technology
Filter records having blood pressure equal to 341,filter_condition,Medical
Show all farms with rainfall below 574,filter_condition,Agriculture
Show all students with attendance below 483,filter_condition,Education
Display farms whose rainfall exceeds 513,filter_condition,Agriculture
List transactions where amount is greater than 443,filter_condition,Finance
