Temperature(°C),Humidity(%),Average_Weight(g),Accel_X(m/s²),Accel_Y(m/s²),Accel_Z(m/s²),Average_RPM
26.76,52.6,222.42,8.89,-7.22,9.4,1633.09
27.71,65.53,322.92,8.29,7.65,2.54,425.18
34.38,55.83,213.67,0.97,-0.2,6.51,583.56
31.02,59.2,168.83,-2.67,-6.74,-9.63,1321.25
47.41,74.72,210.55,7.32,7.88,9.41,1142.18
31.05,52.7,293.07,-3.53,6.91,-0.87,1532.32
31.2,68.59,281.52,-6.93,-9.54,8.19,1455.27
31.51,74.38,187.6,2.79,1.62,-2.3,1417.09
45.1,66.87,172.36,-9.15,-5.11,5.76,1760.44
39.52,50.77,282.17,-2.42,0.66,-1.64,1533.11
38.43,89.42,285.28,6.15,-4.41,-2.75,485.69
30.02,64.68,223.23,-4.1,-3.68,8.94,1745.67
18.85,81.14,318.56,8.63,2.04,3.98,671.06
21.15,63.03,345.64,9.12,0.78,6.8,1821.79
46.12,69.0,191.13,6.32,-2.1,0.87,1648.54
35.38,65.54,265.41,9.75,-7.85,8.37,148.17
31.95,63.7,151.07,0.62,9.39,4.8,1542.56
34.92,50.87,292.61,1.38,-6.51,-8.56,1000.23
40.02,64.4,232.86,6.72,2.66,5.34,1954.23
20.38,85.58,497.15,-0.14,-8.35,-9.63,916.84
46.15,77.62,497.15,-1.87,3.77,6.58,134.02
33.4,55.82,312.13,2.3,-8.1,-3.36,586.27
30.29,73.65,172.23,3.15,-5.41,1.97,860.42
24.15,85.69,158.2,5.02,2.94,4.99,1183.84
33.18,78.0,216.82,3.36,-4.34,2.74,304.21
34.89,55.95,275.2,4.91,0.66,3.45,1030.17
32.11,84.71,308.68,3.49,-7.51,7.85,966.95
40.36,62.06,259.21,-0.39,-5.95,-2.52,1673.33
32.63,68.16,266.15,-7.3,4.68,0.94,604.81
48.84,71.05,309.97,5.71,-9.3,-6.5,899.03
37.98,84.02,255.77,-9.38,-7.76,-0.65,777.23
44.22,87.26,272.23,9.85,-5.7,-7.0,1264.46
23.28,87.19,253.24,6.57,-9.6,2.67,1672.38
31.92,50.32,326.09,3.42,-8.09,-3.51,1351.25
30.11,86.88,197.1,9.33,-4.37,7.18,930.1
37.08,52.18,202.8,2.25,-8.14,-3.13,1275.66
45.83,60.63,175.59,-8.87,7.32,-4.26,644.49
22.35,70.6,313.89,1.19,-8.68,-0.17,288.2
22.18,69.2,232.36,-4.46,7.22,-6.49,639.44
45.51,74.19,219.58,-2.61,6.46,-5.92,887.38
26.39,69.18,346.27,-0.81,-7.98,5.66,878.53
40.06,87.38,335.36,5.49,-9.5,-0.06,1475.2
36.29,59.62,344.4,0.06,-9.0,-5.87,1872.69
44.99,60.96,178.46,-0.51,1.81,-9.37,777.92
23.75,86.83,328.25,-3.96,3.41,-0.67,172.9
23.89,95.86,215.74,0.8,2.41,4.85,66.83
36.7,74.38,152.53,-5.03,0.83,-2.98,7.91
48.39,77.27,228.26,-4.78,-6.51,-5.04,1876.2
32.45,70.22,251.84,5.15,6.82,-2.07,1991.27
29.81,77.77,171.64,-3.15,-3.45,9.18,102.77
38.2,56.91,257.54,-8.97,9.72,-1.54,716.42
47.91,84.11,313.89,-3.13,-2.3,-4.81,1338.69
45.11,55.6,225.53,2.77,-4.74,1.38,357.89
49.86,66.03,220.53,6.28,7.89,6.21,1188.87
20.68,53.01,217.76,9.24,1.35,-9.55,1627.23
23.39,71.81,334.62,4.92,4.44,1.16,1716.17
38.28,76.79,159.75,-1.42,-1.83,6.73,1412.84
44.62,87.65,239.02,-4.02,7.74,-5.69,163.53
28.56,79.57,202.92,-7.41,8.35,8.43,696.79
27.18,71.64,328.76,2.55,-1.26,1.55,1934.69
43.61,87.3,169.21,0.2,-5.19,0.33,385.51
21.69,69.14,232.29,3.55,2.95,9.27,907.85
31.08,72.45,231.36,-5.26,9.09,-7.41,668.35
35.17,73.84,327.68,-3.53,2.45,4.8,411.08
36.81,66.4,193.1,-4.16,9.08,6.37,647.07
41.86,83.54,278.98,5.95,-3.12,-0.23,379.04
30.65,57.41,176.88,-6.58,8.3,-9.87,1754.51
38.38,72.19,340.8,2.17,-7.75,0.49,348.89
37.56,78.89,268.6,-8.97,-2.82,-6.93,1247.09
36.43,86.16,275.25,0.99,-0.11,1.25,1884.63
39.21,85.36,236.75,-8.72,3.06,4.77,1905.29
27.78,70.35,218.46,-6.48,-4.12,0.62,1200.85
22.54,75.73,192.54,-7.74,8.48,2.62,541.79
23.58,65.77,270.8,-3.07,8.07,-7.92,495.8
26.74,68.73,340.91,-3.13,5.99,-8.06,1494.94
35.01,86.25,221.96,6.53,-7.71,7.02,1961.41
45.21,87.23,326.63,-5.49,-8.43,-9.01,155.19
41.04,85.82,179.76,-8.27,-0.04,-4.31,1578.94
43.67,55.53,337.23,2.07,5.31,8.75,245.97
30.53,84.0,220.1,3.75,-7.54,-0.82,596.37
32.14,87.93,225.95,-4.1,2.83,3.49,1133.25
31.81,64.45,242.57,2.06,0.56,-5.57,594.45
25.76,70.75,293.65,5.52,4.52,-4.59,1300.52
21.84,81.16,293.93,-3.05,-1.29,0.18,834.39
37.73,72.48,245.92,0.51,3.87,2.76,438.23
49.68,89.74,254.63,-7.07,-6.81,9.21,1061.86
25.0,68.23,156.0,-9.53,-5.71,1.49,48.02
21.4,78.56,210.86,9.63,8.07,-8.08,1482.16
43.39,81.7,219.2,-4.01,-3.41,-2.66,1044.58
27.58,69.76,261.75,-4.42,9.71,-5.12,1893.4
44.89,84.28,261.66,9.46,-9.08,-4.91,205.58
41.12,71.85,291.98,4.56,-0.08,0.11,1464.58
48.37,66.47,293.41,1.71,-3.5,-3.67,601.9
32.27,54.31,197.04,3.99,9.92,-4.21,746.3
39.86,65.74,304.04,4.2,9.8,9.36,696.97
33.95,79.36,153.92,5.27,-5.3,1.68,716.04
38.92,86.85,293.23,-8.66,-4.65,-4.76,861.67
33.49,60.07,170.41,-1.74,4.99,-4.48,42.01
25.66,64.21,295.93,-4.1,7.79,6.22,1693.51
35.24,56.16,255.42,-8.59,3.27,7.73,1763.59
35.86,77.63,237.45,-1.75,7.29,3.58,79.11
44.32,88.41,288.13,2.32,-8.73,-1.37,1552.01
42.07,75.64,157.27,-6.43,2.81,5.29,144.55
39.91,74.68,194.69,-3.9,4.0,8.75,1615.63
23.4,72.14,273.29,2.78,-6.19,-6.68,1225.98
41.62,53.54,319.44,1.59,5.56,7.23,612.71
35.01,79.18,226.22,7.38,8.89,6.98,1227.77
46.82,74.08,201.75,5.82,7.96,-2.67,1013.29
47.6,76.46,253.75,9.31,-5.1,-4.16,1271.51
21.65,85.95,274.46,1.94,-3.52,1.31,950.74
44.62,81.36,234.02,3.97,-0.01,-4.55,1545.75
21.13,81.24,325.34,7.21,-6.83,-7.09,90.54
53.04,87.09,254.69,6.8,9.08,9.06,688.56
36.27,89.6,157.16,4.37,-6.77,-0.17,1118.57
24.44,73.25,194.61,0.01,5.23,-0.55,1176.49
42.39,54.36,240.13,-4.54,-3.17,-7.48,339.09
20.25,68.37,289.55,7.54,1.47,0.08,149.06
25.06,81.5,193.95,5.53,-9.06,4.86,41.96
37.42,51.11,345.25,6.76,-5.9,-5.04,826.03
41.43,52.28,213.71,-7.18,-1.11,-2.62,660.77
47.5,52.69,256.5,2.73,-16.46,11.73,1135.62
41.16,79.24,153.79,-1.5,5.55,-2.9,899.03
40.15,70.05,326.98,6.77,-9.4,7.23,788.14
31.83,64.76,75.22,7.86,-6.95,-5.26,1686.64
20.04,54.22,189.09,-4.3,4.6,-9.41,1243.03
23.6,79.29,336.65,3.73,6.26,0.72,1292.2
36.04,62.84,213.17,-8.44,-5.27,1.59,763.65
40.25,60.61,288.44,-1.81,-5.41,-3.42,1553.69
32.52,76.09,313.8,-0.27,-8.24,2.83,304.18
41.92,72.36,298.18,5.31,-6.99,-9.24,804.0
35.66,64.5,333.52,7.84,-9.84,-3.19,94.35
22.23,75.66,322.85,-3.25,1.8,-7.11,230.87
25.76,60.85,348.92,0.55,8.08,-5.4,163.05
45.2,81.79,186.52,2.95,-7.01,-2.35,882.87
41.75,59.17,210.95,-3.43,5.03,-0.13,1394.65
46.84,56.35,277.25,9.71,1.47,-8.14,625.39
23.53,81.3,296.61,7.52,8.8,-7.97,53.22
49.71,78.32,256.92,-4.07,5.96,3.48,1414.42
26.28,57.31,164.79,0.16,7.05,-1.92,414.87
20.35,54.65,318.32,-5.38,2.78,-6.47,1445.35
49.92,83.54,342.17,0.29,6.23,-5.3,14.71
28.43,81.06,231.1,3.67,-2.98,4.4,624.68
40.04,63.09,194.96,-8.29,-5.82,-8.96,1242.46
25.3,76.33,153.86,7.4,8.25,0.17,1742.3
37.41,54.97,197.46,1.87,4.69,-2.79,1508.26
47.12,70.28,497.15,9.79,-8.19,6.22,899.24
29.61,50.75,332.32,-9.49,7.34,5.8,1437.03
40.11,65.66,168.7,6.63,-3.02,3.78,1075.08
25.64,52.99,260.65,5.84,-4.03,-2.3,1626.79
38.74,69.01,289.11,-7.34,2.47,2.62,1544.13
30.09,66.87,205.28,-3.29,1.37,2.8,1951.7
26.34,67.78,263.98,7.7,0.77,-3.36,209.88
29.4,51.81,293.05,0.37,-4.9,7.6,681.41
25.37,64.46,317.54,-1.97,9.2,9.7,384.75
47.06,80.26,240.5,8.11,9.0,-3.71,1261.54
31.92,64.76,299.57,-8.13,-9.92,6.02,1328.06
27.36,78.61,210.36,-0.54,-3.24,0.02,407.62
33.45,64.78,192.61,3.05,-9.09,-0.73,843.11
29.62,66.93,187.46,2.17,7.0,-2.27,1204.3
42.33,72.56,221.77,-4.71,7.73,-4.16,1317.91
49.14,88.03,157.18,1.27,0.37,8.39,205.29
33.14,54.35,206.6,4.17,6.79,4.82,1842.15
45.83,51.32,75.22,1.7,4.07,-1.19,68.17
36.98,74.32,279.58,3.69,-0.01,5.03,1945.88
24.72,87.96,164.71,-4.88,-2.72,4.37,632.65
40.72,89.59,207.48,6.66,-4.68,-4.65,632.69
35.4,69.37,263.91,-1.01,-4.81,-6.48,892.05
39.52,68.72,213.71,9.74,1.24,6.73,1389.92
46.69,75.8,233.6,-9.53,-6.66,6.23,319.2
33.21,72.23,292.56,-2.39,-6.5,9.94,509.97
47.04,75.36,151.85,-6.39,-9.79,-9.61,1923.15
42.52,84.96,205.28,1.11,2.27,0.81,1753.68
34.66,79.85,178.47,-5.14,9.89,4.03,424.78
38.1,69.88,175.52,4.75,7.78,1.65,1146.02
29.77,68.47,341.81,7.64,4.11,4.21,407.2
49.51,75.58,225.31,-5.78,5.71,-7.25,1100.12
40.02,68.23,255.42,-6.79,-1.66,-9.97,731.55
21.32,68.31,296.76,7.51,-4.04,-8.14,724.85
29.8,50.65,159.49,-2.77,-2.63,-2.4,1270.14
38.7,56.96,198.2,-1.31,-8.37,-3.42,503.68
21.69,69.54,316.43,-5.58,2.68,7.48,808.52
20.72,82.91,322.4,-1.49,-6.5,-8.33,1850.52
33.5,61.15,224.59,-5.37,5.26,-1.15,1510.73
29.98,70.91,224.97,3.32,-6.2,9.16,766.57
33.15,63.8,301.38,-0.02,-5.44,0.06,460.52
27.88,54.19,209.01,5.76,9.15,-7.35,1318.02
24.94,88.33,173.42,-3.75,-7.89,-4.17,1615.38
40.67,84.19,201.51,0.11,-0.02,2.54,1721.53
35.44,53.14,227.47,-4.81,-8.75,-9.76,1128.56
26.0,78.79,160.44,8.69,-8.19,9.36,1033.6
29.59,63.9,245.74,0.44,2.67,1.34,1439.28
37.75,89.79,298.0,-6.53,2.61,4.08,351.53
22.17,62.1,252.75,-4.54,-6.14,-0.02,1704.28
24.42,59.55,164.38,-8.34,7.45,9.16,147.85
22.2,72.72,238.03,-9.44,4.04,1.78,1206.03
44.37,83.41,291.78,0.52,-3.99,3.24,1179.39
42.57,57.7,161.62,-3.26,-5.03,7.22,621.4
42.6,78.38,161.97,9.28,5.09,7.23,70.93
41.49,52.46,224.12,-6.57,4.67,-9.44,1435.71
40.08,86.76,188.99,5.88,-7.02,-4.33,48.35
34.31,53.24,336.96,-3.68,-3.02,-5.07,359.22
39.27,86.57,266.27,-5.53,-5.67,-9.87,1088.47
21.15,69.63,207.47,9.39,-4.12,7.54,1879.97
38.64,67.92,290.96,6.05,-4.25,-3.66,131.87
43.34,88.93,224.99,2.61,9.52,-3.06,1157.57
35.01,89.62,176.42,3.94,5.0,-8.01,657.79
30.73,76.01,197.45,9.83,5.6,9.79,1338.84
28.32,55.08,278.55,1.86,-4.45,6.53,1905.82
39.28,70.25,160.38,-7.96,-9.99,1.44,537.18
40.78,71.17,204.54,-8.7,-8.84,5.44,1911.85
46.13,70.58,191.66,3.33,1.06,5.54,1741.25
30.27,72.78,190.23,3.15,-4.29,3.13,1214.11
43.09,50.75,286.55,4.96,-6.14,-6.52,1516.47
36.84,78.45,315.16,-7.82,-9.01,4.41,1729.78
46.49,78.5,293.17,8.9,7.52,1.39,2723.02
35.83,54.62,279.15,1.02,2.0,4.48,653.42
35.53,72.81,333.29,2.99,-7.85,0.87,1625.21
37.34,72.73,161.68,-9.3,5.33,9.13,627.04
42.48,77.3,183.5,9.22,5.12,2.54,1734.16
48.94,53.42,232.88,1.25,-4.21,1.47,510.93
22.21,75.06,224.49,1.27,-6.23,6.86,1144.52
21.6,61.23,233.61,8.87,6.28,-2.42,1385.85
48.13,70.28,191.29,8.59,-3.41,-3.68,851.58
35.9,80.93,179.9,-5.59,6.95,0.06,1565.94
38.45,78.23,251.84,8.62,-9.13,1.69,1850.71
34.47,54.76,335.61,4.73,-0.01,-5.59,372.51
22.81,73.65,228.39,-9.62,-6.41,3.65,66.89
43.04,88.76,497.15,-5.2,3.44,6.05,1253.03
42.42,56.27,291.23,-1.74,9.94,1.55,1204.37
29.35,84.12,208.22,1.66,-1.75,0.46,682.61
29.19,78.1,199.02,4.03,-7.99,-4.11,1570.93
45.14,80.96,214.85,-5.8,-3.65,8.19,1652.29
22.17,61.28,294.76,6.73,7.83,5.09,663.97
46.43,61.52,313.76,6.91,5.32,-0.39,1364.54
27.7,86.24,267.61,2.7,-5.36,3.18,1284.05
37.79,64.39,214.5,8.42,9.07,-3.26,685.29
48.08,52.52,212.1,6.26,2.44,-8.8,1938.3
40.34,74.02,174.86,-5.57,-6.64,-5.92,692.8
32.43,54.99,336.66,5.97,1.45,-8.41,1240.57
40.69,81.86,277.63,9.06,-0.97,0.16,760.25
30.32,75.67,155.39,-7.25,6.39,2.44,23.67
28.32,84.99,75.22,9.57,-3.12,-2.39,183.28
49.9,81.39,239.43,-9.5,7.5,0.6,464.63
42.52,54.48,344.51,0.44,6.24,-8.29,1624.34
39.34,65.24,313.81,5.48,3.49,5.4,884.13
30.66,80.98,184.26,5.81,-4.83,-9.34,1177.25
21.47,66.69,294.02,4.69,9.41,2.69,1887.71
20.93,88.89,247.11,0.59,0.97,-1.33,294.05
36.63,79.43,187.41,3.02,8.15,-6.32,1723.64
42.86,50.62,289.75,4.0,-5.69,0.46,758.47
36.12,85.2,259.48,-0.11,9.67,5.62,674.96
45.22,54.03,156.07,1.91,6.32,-1.73,1251.06
21.0,55.62,279.32,6.93,8.98,-2.65,1797.28
31.0,79.38,277.0,-3.74,-5.75,-7.15,697.07
27.11,84.6,178.82,0.46,-1.39,1.89,1522.82
33.42,71.45,219.8,-9.83,-8.05,6.56,38.48
22.17,61.56,267.18,3.75,-7.26,1.23,1246.2
48.62,64.05,177.76,-6.09,-4.32,-6.7,1261.12
26.7,63.72,320.54,-0.38,9.03,3.22,1112.12
47.67,63.07,155.5,-5.8,3.34,-9.4,1875.65
32.78,59.72,170.57,-9.53,-3.71,6.76,1877.18
49.57,74.35,173.22,-0.34,9.09,8.43,684.12
18.85,86.02,255.62,-1.5,4.79,1.94,912.73
47.92,62.28,274.02,-1.5,8.14,7.64,1584.75
20.16,57.47,230.75,-5.82,8.54,-8.31,1687.82
42.45,83.54,207.73,8.94,5.02,-5.43,835.94
47.09,79.67,311.86,-9.93,-5.14,-3.65,698.05
24.19,87.23,163.66,7.83,9.93,5.46,1641.23
22.88,56.62,206.06,4.74,-3.5,-0.32,753.74
32.74,55.77,157.82,-6.56,3.43,-3.03,810.46
48.01,71.66,152.78,-0.56,6.9,-6.84,271.06
36.27,74.58,220.68,9.78,-6.5,6.21,1085.9
35.82,69.21,188.96,2.87,2.18,-9.59,652.9
24.23,73.96,203.67,-7.45,-2.5,-3.25,1181.21
20.02,57.22,314.19,-0.85,-5.11,-5.14,896.42
44.3,69.18,182.6,-0.64,-9.76,-7.42,1496.27
22.63,76.32,306.05,6.05,7.44,-6.56,555.55
18.85,67.31,285.01,8.32,-7.28,-0.12,344.0
47.44,77.18,215.29,-8.36,7.56,-1.48,1405.92
26.26,68.05,259.31,-3.72,2.01,0.37,768.25
39.96,63.34,238.89,-4.03,2.42,4.55,1127.21
22.36,62.14,175.68,9.92,6.57,7.85,1882.14
38.11,66.44,331.44,1.18,0.19,-7.63,968.19
24.92,50.92,263.92,7.6,-2.85,-8.35,304.78
42.08,76.74,326.05,-1.48,-7.22,-3.59,853.41
29.04,83.8,314.77,4.45,1.41,0.93,957.06
33.9,64.19,165.96,-4.27,1.06,-8.0,1531.96
37.98,51.84,191.45,8.24,-4.12,4.32,390.38
25.14,89.47,179.05,-0.9,2.0,1.12,693.8
42.25,60.55,316.16,6.07,-1.21,4.97,100.06
29.08,55.06,322.49,-4.88,6.11,-2.84,1403.96
39.87,64.79,255.59,3.87,1.19,-1.98,1487.86
24.75,79.54,170.84,-1.9,8.67,6.15,914.38
40.64,61.76,177.12,-9.37,0.36,-4.66,1076.54
23.85,72.99,312.71,-1.74,7.75,-2.37,1499.63
32.76,66.62,335.84,1.0,0.41,-9.73,536.6
27.42,54.71,189.9,-6.96,1.16,1.11,1213.93
42.45,63.21,152.23,-6.32,-2.66,7.03,1927.84
27.86,78.99,216.19,-0.7,-2.0,-9.44,1315.94
46.45,74.48,156.1,-3.15,8.66,2.28,156.22
46.75,54.79,315.59,-1.19,-5.53,6.91,580.52
25.89,56.53,248.3,-0.78,-7.57,-0.12,1038.25
38.42,75.63,278.37,-7.2,6.6,-3.74,145.34
22.63,82.54,232.3,-6.38,1.54,9.93,1353.14
31.75,63.98,219.1,6.96,-4.31,-8.7,1308.42
41.4,73.81,194.44,-6.75,-1.35,-5.79,1752.65
39.78,56.83,304.11,3.32,0.5,7.7,999.99
38.74,62.46,289.11,-1.63,1.84,-4.05,1384.28
28.48,50.81,222.15,9.36,6.42,6.4,364.04
31.34,80.73,214.22,-8.68,-2.11,-3.34,5.74
23.09,66.04,150.25,6.61,3.53,6.24,344.51
41.57,82.65,162.71,-0.17,6.7,3.71,124.43
35.12,78.33,274.65,-9.89,6.88,-0.63,855.44
41.26,83.15,252.92,-4.73,-4.92,0.46,-110.99
27.47,61.43,236.96,-1.85,-3.0,-6.45,1288.95
29.73,57.4,315.5,-3.72,1.9,-7.68,281.54
30.03,88.88,250.78,-2.75,7.72,4.34,429.43
20.77,78.69,226.9,8.33,5.81,6.97,1596.65
30.23,83.36,182.25,-2.78,1.68,4.44,1153.04
44.1,50.53,314.14,-1.62,9.67,8.26,58.73
46.92,64.18,265.25,5.22,-1.22,7.8,1696.81
35.55,79.71,168.49,5.88,6.85,5.56,1259.61
33.67,53.12,279.78,-8.32,6.37,7.96,373.28
20.92,72.69,235.01,4.08,8.16,-6.66,504.13
46.38,67.16,312.28,-0.35,9.75,4.63,1107.09
20.39,50.7,333.78,-7.32,-0.09,5.07,1121.6
48.34,59.44,270.09,-4.71,-6.09,-6.92,1610.38
34.68,61.39,296.32,-9.1,-0.78,8.19,717.17
30.26,54.47,161.32,-2.8,7.08,-9.82,1098.61
47.73,75.26,262.05,-4.89,6.72,-1.31,1165.08
20.73,59.7,301.07,-2.36,-3.28,-9.57,1117.35
37.44,61.1,249.35,1.61,-9.05,0.47,145.81
36.47,85.93,268.71,4.65,0.2,-1.76,822.51
26.58,68.68,329.79,2.11,-0.52,2.46,677.77
32.87,65.69,189.62,3.57,-8.28,5.33,1985.56
39.57,78.95,169.65,7.31,5.9,5.37,931.38
41.81,86.38,288.13,7.48,-4.33,4.44,870.46
20.02,51.0,314.57,7.21,2.92,-7.96,967.38
48.11,67.93,320.1,-6.94,-7.97,-1.65,1838.57
24.94,74.43,278.33,-4.98,7.21,6.32,1222.91
18.85,62.74,316.64,0.05,4.79,3.09,778.29
27.9,80.9,290.13,-2.83,-2.23,3.62,1825.15
21.13,88.86,167.48,-7.37,2.59,-5.46,1859.69
23.69,87.74,302.41,-4.24,-6.25,-3.5,528.63
49.59,60.64,185.87,9.51,9.71,9.12,786.79
29.46,59.05,197.32,-3.06,5.92,6.94,1932.92
23.46,88.3,228.93,-1.62,5.78,-6.7,1082.1
23.21,68.35,212.91,-9.87,-6.93,0.89,863.49
41.58,58.33,214.33,4.39,-9.65,-0.19,390.81
45.64,78.28,183.85,-1.73,1.71,-1.13,768.88
27.71,61.38,208.77,-7.94,-7.12,-0.59,1262.47
20.63,60.69,153.93,9.37,5.61,2.86,77.4
26.69,85.17,244.58,5.55,-1.68,9.34,166.61
21.7,56.5,303.72,4.52,-3.23,7.51,10.75
23.1,52.58,322.45,9.16,-8.53,7.5,437.85
32.95,60.77,314.09,-1.85,9.92,4.07,365.99
26.9,74.28,233.29,4.37,9.12,-9.65,1701.62
35.48,54.92,296.09,-5.88,-7.37,-1.19,370.48
27.6,68.86,207.58,3.94,-3.34,0.22,1322.36
48.22,75.09,161.11,-9.72,-2.18,6.85,236.72
47.18,83.95,285.19,-7.47,-4.06,8.46,1187.12
37.0,59.19,279.76,-1.49,8.69,-0.97,871.24
30.63,82.69,310.33,-9.76,4.43,-3.99,817.34
31.43,59.4,273.22,-0.76,9.12,-3.25,1713.12
32.36,77.07,181.38,0.46,7.49,1.57,335.44
41.83,67.23,320.63,2.43,5.09,-4.5,1190.44
33.55,54.59,275.45,-7.99,3.94,8.21,1643.73
45.7,78.57,311.52,-6.38,7.32,-1.63,1427.79
48.32,58.71,304.82,2.27,3.68,9.8,1966.69
30.08,57.06,209.57,3.16,-6.23,-7.81,4.21
36.82,64.33,164.91,-9.48,2.96,-6.24,1768.72
22.85,76.13,185.3,0.81,0.3,0.23,1226.9
26.01,59.36,168.57,5.7,9.64,7.37,4.97
18.85,57.35,198.68,-8.62,0.2,-2.92,930.99
26.19,50.4,241.91,-1.74,-9.23,6.75,1534.87
46.3,68.87,331.36,-3.47,-4.72,-1.49,365.09
24.75,67.15,324.4,8.27,8.35,7.06,1356.95
33.67,59.35,293.72,-6.28,9.25,-4.45,279.34
38.17,52.15,154.82,-3.63,4.57,-0.56,1606.9
40.76,67.17,218.28,7.97,-8.86,-4.43,1136.93
31.49,81.53,286.47,-3.39,-9.53,-5.7,67.77
46.07,78.61,175.81,0.63,-0.41,-1.58,181.75
37.05,84.43,310.22,-9.34,9.99,-3.31,1727.73
33.19,50.38,332.91,9.7,7.39,5.74,66.0
22.02,88.66,220.82,6.5,8.66,4.95,2723.02
33.94,63.66,291.17,2.69,2.47,-2.83,1133.82
44.62,89.62,179.64,-8.78,7.18,9.85,426.88
38.44,60.1,288.16,-8.5,-3.61,9.48,448.46
44.96,68.86,154.29,0.9,-9.45,8.36,1552.07
34.82,64.16,180.15,-4.3,8.37,1.73,581.99
23.55,64.23,291.98,2.46,-5.63,-1.75,77.17
20.41,83.69,292.37,1.96,4.57,-3.74,1442.24
29.1,79.86,278.23,6.77,3.18,-9.7,1908.73
40.94,89.69,245.47,-4.37,-6.84,2.64,1663.87
43.71,74.54,284.98,1.56,-6.08,1.06,1097.12
28.87,68.53,304.76,5.55,-3.42,2.6,849.77
34.87,53.6,343.3,-0.18,5.14,1.52,1850.33
32.63,89.86,327.73,6.61,-9.22,-7.25,1532.45
32.32,72.06,308.91,-7.37,-1.86,3.91,1141.31
26.94,78.02,288.95,4.68,3.3,-2.79,1759.64
24.09,66.27,264.83,8.86,-6.57,0.33,1203.42
53.04,71.91,174.12,-3.36,-7.61,-2.69,1947.01
21.66,87.7,183.11,-2.67,-2.2,-9.56,1716.58
25.94,56.66,314.06,-8.33,-4.27,7.53,1100.89
20.28,61.69,310.66,2.83,2.98,-7.03,1845.67
38.82,56.08,272.89,1.05,9.39,1.64,684.88
29.49,81.69,237.77,-9.19,-9.91,7.66,1401.85
49.19,52.48,155.21,5.04,8.05,-5.57,342.55
25.81,53.27,215.44,6.59,-1.34,-1.76,1790.73
30.37,61.94,234.13,8.14,3.28,-2.45,496.1
30.74,70.57,247.16,0.91,7.02,-8.22,1898.07
20.25,66.25,335.86,-0.95,1.47,-1.53,33.98
45.18,51.79,171.74,7.52,-8.05,-0.41,1363.67
20.96,88.3,253.77,-2.03,-7.19,-9.47,300.11
48.21,88.11,223.58,3.11,5.79,-0.24,1541.62
53.04,61.17,348.02,2.31,-5.42,-8.12,983.81
36.07,79.26,322.37,-2.56,1.38,7.85,1819.3
36.31,73.14,237.76,-8.26,-1.44,3.0,1430.14
39.61,59.5,349.94,-9.57,-3.93,-8.87,1536.53
31.61,60.49,252.81,-1.44,5.74,6.54,240.96
39.42,69.65,183.42,-0.38,4.62,-2.77,193.12
21.34,66.77,261.17,6.45,2.92,-5.49,1701.12
21.62,61.65,195.24,-1.71,-2.55,-4.92,451.55
33.72,82.3,277.26,-4.38,-5.47,1.95,1733.88
36.49,69.26,337.49,-0.76,0.32,-8.37,285.08
46.63,76.19,307.24,-5.24,6.34,-8.83,616.9
23.14,57.57,204.63,-8.17,1.51,2.55,1857.48
44.68,71.34,209.37,-7.74,9.4,9.64,1679.44
26.3,62.72,163.86,-3.62,-9.69,-0.33,108.49
31.82,71.06,207.17,-9.75,9.97,-1.73,896.2
29.5,81.23,168.52,-5.6,3.83,8.94,1819.74
32.0,80.76,249.89,5.75,6.65,-5.18,29.52
24.51,64.17,291.67,-5.31,-3.3,-5.19,214.64
35.11,77.77,300.24,-7.79,0.17,8.1,1290.39
44.05,87.65,161.91,8.98,5.94,2.94,209.97
33.25,75.03,217.99,2.45,5.21,-8.92,897.68
34.72,55.94,207.63,-8.8,-3.32,3.48,1015.65
45.46,77.19,170.86,-8.76,-3.51,6.4,1720.51
41.18,54.2,222.49,2.24,3.26,-4.52,1914.78
34.71,84.88,209.86,0.8,8.67,-2.34,1024.46
27.73,70.67,276.9,-8.63,-1.22,-6.05,1020.72
46.55,65.41,326.66,-5.51,-2.94,2.67,1453.59
37.31,52.28,240.97,8.58,7.89,3.28,385.01
26.63,65.23,299.33,1.44,3.66,-8.63,1881.72
28.07,86.13,179.2,-1.19,-2.23,3.55,2.4
44.09,50.84,328.99,-5.0,-8.85,3.17,3.59
21.32,68.99,180.52,-7.33,4.43,-9.3,2723.02
49.76,87.25,188.42,-1.95,-2.94,1.11,682.97
23.91,65.79,171.29,8.45,-8.59,2.28,796.23
43.88,67.13,211.94,4.45,-16.22,-10.7,442.87
31.84,73.14,260.48,9.82,-3.54,8.03,815.6
34.77,68.52,347.6,-5.84,-3.23,-3.43,1655.97
46.42,56.74,308.67,-1.82,-0.42,-8.66,1398.5
32.39,50.74,226.09,-9.1,4.35,3.44,189.31
36.12,74.39,265.17,1.7,-4.47,2.1,113.36
21.48,86.83,274.66,-0.33,-8.38,9.78,1012.39
20.07,54.25,314.55,3.33,-1.51,-5.37,1460.32
27.34,58.44,297.29,0.85,-8.9,-2.09,1328.98
40.42,64.81,263.86,-2.04,3.95,-0.78,1728.23
23.64,82.35,283.84,4.76,9.18,7.23,266.53
23.41,60.77,299.18,-9.5,3.18,-1.71,1211.51
32.33,85.28,176.63,0.82,-4.49,5.44,1532.03
39.44,52.2,190.09,-7.72,-6.37,-6.86,1875.68
41.36,87.64,287.72,-1.28,-5.34,-1.8,201.77
